helpful,funny,Community_award,Recommend_flag,play_time,posted,Review_content,geme_nums,after_comment
334,163,31,1,503.3, April 5,"[""In your first game your teammates teach you to be racist and xenophobic but then people say that you don't learn anything from video games huh"", '  just stera', '133 products in account', '0', '7,596 people found this review helpful', '10,531 people found this review funny 19', 'Recommended', '2,908.0 hrs on record', 'Posted: August 1, 2015', 'IQ tests should be mandatory before being able to play matchmaking', '  Case Doge', '117', '10,385 people found this review helpful', '1,109 people found this review funny 0', 'Recommended', '634.2 hrs on record', 'Posted: December 7, 2018', 'Hi valve just wondering now that csgo is free to play is it possible that you could reward those that have originally purchased the game.😀😁😁😁😁😀😀😀😀😀😀', 'for those idiots who cant read im not asking for no refund im simply saying maybe they should give us a free key or a nice skin as a reward', 'sorry comments are now disabled since all the toxic ♥♥♥♥♥ in the comments and was getting bored of deleting comments', '  walter hartwell white', '135 products in account', '350', '304 people found this review helpful', '71 people found this review funny 17', 'Recommended', '51.2 hrs on record', 'Posted: December 29, 2020', 'Product received for free', 'Quite difficult to keep up with all the young rapscallions that play this colourised video game but still enjoyable, especially with my grandson.']",108,16
230,121,18,1,16572.7," May 8, 2022","['The game where you think you\'re better than anyone else because you devoted 22 years of your life to ""mastering"" it, only to continue getting eco 1deaged from across the map on a awp full util buy by a kid that just launched the game for the first time 3 hours ago.']",1,0
4204,7189,18,1,1970.7," October 3, 2015","['In this guide I will teach you how to play with russians , so here we go!!!', '1) If your teammate did something wrong say -Ty dolbaeb?', '2) If your teammate did something good say - Krasava!', '3) If you won clutch round -sosat suka sosat', '4) Lets rush b - idem rush b nahui (same for A/mid)', '5) If something went wrong - pizdec', '6) Give drop (politely) - dai drop pliz', '7) Give drop (rude) - dai drop ili dam pizdi', ""8) I'm going to save - ja seivit'"", '9) If someone in other team plays good -pizdec cheater', '10) Go eco guys, lets win next round with gun -eco odin raund a potom pizdi dadim s devaisami', '11) When you win - GG izi', ""12) I'm from Russian - ja iz Rossii"", '13) American - pendosi', '14) If you want to kick someone - kick etogo pidara', '15) If teammates are thinking that you are bad -blyat pacani lagaet sorry', '16) Polish - Kur.a', '17) First Contact with russians - Cy.ka Bl.yat Idi Nahui', 'You can add ""nahui"" to every phrase.', 'Now you can play with russians and understand them.', '  Duck Fieri', '183 products in account', '160', '1,078 people found this review helpful', '406 people found this review funny 221', 'Recommended', '3,876.5 hrs on record', 'Posted: November 25, 2020', 'I created this sentence review for the Steam 2020 Awards.', '  Tomasety III', '3,702 products in account', '0', '232 people found this review helpful', '142 people found this review funny 22', 'Recommended', '473.2 hrs on record', 'Posted: September 9, 2020', 'Until I played CS I never knew people could have a 0 ms reaction time. I also never knew global elites looking at the ground could flick up and kill you every time.', '  Il Duce', '5', '500 people found this review helpful', '256 people found this review funny 21', 'Recommended', '171.5 hrs on record', 'Posted: June 18, 2022', '- Wake up', '- Shower', '- CSGO', '- Miss sniper shot', '- Loose competitive game', '- Look at skins', ""- Cry because can't afford skins"", '- Go sleep', '- Repeat']",1,15
286,31,18,1,5940.2," November 12, 2021","['Such a fun game, especially when team is communicating properly and/or being friendly :) Can recommend']",25,16
253,16,8,1,1033.4," December 15, 2021","['The game is fun. buuut, you will prob go against 1-2 cheaters a day if you play alot, the game is good, but would be better if they had a working anticheat']",252,0
383,515,0,1,1024.8," December 26, 2017","['Do you like to argue with random people on your team? Do you want to learn how to speak simple yet essential Russian phrases? Do you like to dress up your guns with flashy yet useless skins? Of course you do, so hurry up get this game and either drop it after a week or play for an eternity.']",130,22
309,40,39,1,1290.5," November 25, 2022","['Product received for free', 'Awesome game, aside from loads of cheaters. Personally started playing in 2014 and regularly playing since has decent graphics for an FPS shooting game and can be played on low-end pcs as well. This is one of the games first games that got me into gaming and I wanna say it gave me a lot of experience. CSGO is not an ordinary game, to perfect it you gotta have extraordinary hearing and be able to concentrate. I recommend giving it a go and I’m sure you’ll be satisfied.', '  A C E', '0', '149 people found this review helpful', '3 people found this review funny 0', 'Recommended', '3,075.8 hrs on record', 'Posted: December 17, 2020', ""Death in Counter-Strike: Global Offensive is an invaluable instructor. As a long-standing tradition in the series, failure serves as the ultimate lesson, revealing the paths not taken, the mistakes made, and the opportunities for improvement. It stands as the most captivating, exasperating, and gratifying game I've ever experienced. Dedicated Counter-Strike players invest substantial time in acquiring knowledge, resulting in continuous personal growth. In Global Offensive, progression holds immense significance, particularly for newcomers or those returning after a hiatus. This unyieldingly intense, skill-driven first-person shooter compels players to adopt a distinctive mindset unlike that of contemporary shooters. If you hail from the Call of Duty realm, adapting your gameplay style becomes imperative for success in Counter-Strike. Furthermore, Counter-Strike endeavors to evolve by implementing slight changes, while remaining faithful to its core strengths. By revamping familiar maps and introducing fresh official modes, Global Offensive revitalizes the gameplay, offering veterans new challenges and encouraging novel play styles—a remarkable feat after nearly 15 years of the franchise's existence.""]",1058,0
538,335,37,1,1327.6," March 21, 2021","['Things i gave to Counter - Strike :', '1. Money', '2. Time', '3. Love', 'Things Counter - Strike gave me :', '1. Arthritis', '2. Rage', '3. R*tarded Russian, Hungarian and Russian kids', '4. R*tarded teammates', '5. Broken keyboard', '6. Broken mouse', '7. 9/10 ready', '8. Server crashes', '9. ""Ez Pz , Noobs"" spam', '10. Lag', '11. Cheaters', '12. 64 tick servers', 'Essentially - CS is a greedy woman , but i love her all the time.']",33,36
313,29,0,1,4214.2," March 20, 2020","[""CS:GO Is a very competetive, and fun game when you're not playing against hackers, but while playing with friends you have a great time no matter what, I highly recommend this game for competetive games and even the community servers, such as surf, and b-hop maps.""]",55,0
1100,225,6,1,18723," August 7, 2014","[""I play CS:GO since Novemeber 2013 and it's one of the best Counter Strike's made. I played nearly 10 years CS:S and it was hard to get into the new CS but its worth. Pretty good game :)"", '  aBib sadiM', '64', '2,795 people found this review helpful', '129 people found this review funny 83', 'Recommended', '92.4 hrs on record', 'Posted: March 5', 'Here I will leave the cat, friends who pass by can pet it and give it a thumbs up', '／＞\u3000\u3000フ', '| \u3000_\u3000 _ l', '／` ミ＿xノ', '/\u3000\u3000\u3000 \u3000 |', '/\u3000 ヽ\u3000\u3000 ﾉ', '│\u3000\u3000|\u3000|\u3000|', '／￣|\u3000\u3000 |\u3000|\u3000|', '| (￣ヽ＿_ヽ_)__)', '＼二つ']",36,0
265,134,0,1,819.6," June 22, 2018",['Quality game with some not so quality people'],1,1
172,258,0,1,281.1," January 3, 2020","['Got called racial slurs.', 'Constantly sworn at.', 'Made fun of my weak english.', 'Got ask to go back to China.', 'Got silver 1 as first rank.', '10/10 Would Play Again.']",32,0
638,72,19,1,1390.3," November 27, 2021",['Very good game but there are many cheaters'],12,0
875,889,0,1,630.4," August 24, 2016","['IQ tests should be mandatory before playing on competitive matchmaking.', '  War Penguin', '46', '874 people found this review helpful', '1,635 people found this review funny 3', 'Recommended', '2,203.6 hrs on record', 'Posted: November 9, 2017', 'Things i gave to Counter - Strike :', '1. Money', '2. Time', '3. Love', 'Things Counter - Strike gave me :', '1. Arthritis', '2. Rage', '3. R*tarded Russian, Hungarian and Russian kids', '4. R*tarded teammates', '5. Broken keyboard', '6. Broken mouse', '7. 9/10 ready', '8. Server crashes', '9. ""Ez Pz , Noobs"" spam', '10. Lag', '11. Cheaters', '12. 64 tick servers', 'Essentially - CS is a greedy woman, but i love her all the time.']",1,52
216,117,21,1,1239.7," August 18, 2021","['Competitive:', 'Get rolled on warm-up. Check! 🗸', 'Match starts and one player quits. Check 🗸', ""One Team mate with a 90's mic. Check! 🗸"", 'Voted off for being top of your team. Check! 🗸', 'Enjoying a 30min cooldown typing this up. Check! 🗸', 'Do I recommend the game? Of course I do, we never learn!']",75,12
322,454,0,1,2162.1," May 21, 2017","['This Russian Language learning game is quite impressive, already after a few games I had a rather vast comprehension of the language and Its underlying culture.', 'A few russian fellas said my grasp was ""fluent"".', 'Protip: DA DA, DAVAI DAVAI RUSH B CYKA BLYAT!', ""One of the most frequent phrases used by Russian CS:GO Pros, translated; Rush B. Don't stop - until a molotov comes and then all should stop in the tunnel for a pleasant barbeque experience.""]",65,13
318,81,32,1,120.3, January 11,"['Good Fried Chicken Recipe:', 'In a large mixing bowl, whisk together buttermilk, hot sauce (optional, for added flavor), salt, and pepper in a mixing bowl. Add in chicken pieces. Cover the bowl with plastic wrap and refrigerate 4 hours.', 'When ready to cook, pour the vegetable oil in a skillet until it is about 3/4 inch deep. Heat to 350 degrees.', 'Prepare the breading by combining the flour, cornstarch, onion powder, garlic powder, oregano, basil, white pepper, cayenne pepper, paprika, and salt in a gallon sized resealable plastic bag or shallow dish. Mix it thoroughly.', 'Working one at a time, remove chicken pieces from buttermilk mixture. Shake it gently to remove the excess. Place it in the breading mix and coat thoroughly. Tap off the excess.', 'Place the breaded chicken into the 350 degree oil. Fry 3 or 4 pieces at a time. The chicken will drop the temperature of the oil so keep it as close to 350 degrees as possible. Fry each piece for 14 minutes, turning each piece about half way through, until the chicken reaches an internal temperature of 165 degrees F.', 'Remove from the oil and place on paper towels. Let them rest for at least 10 minutes before serving.']",3,0
373,72,0,1,311.9," December 31, 2018","[""the game is good but the anti-cheats isn't""]",5,0
1095,383,660,1,3095.7," June 8, 2020",['This game is better than fortnite'],1,0
489,78,3,1,19567.6," June 16, 2018","[""I've been playing Counter-Strike since around 2000 when it was 1.6 beta. It was a natural progression for me from HL Deathmatch which was a ton of fun back in the day also. I've been loyal to this game for almost 20 years and have racked up hours I wouldn't even want to know playing it, but i've had a ton of fun with it too!!"", ""It's funny to watch and participate in something as it evolves and grows, especially to something that has become so popular on a global scale and not only that, without CS I question if there would even be a Steam service. It's funny how things happen!!"", ""Nobody will ever read this so i have no idea why i'm spending the time writing a review of this type, especially when i started out just to gain a credit for more XP, funny :)"", ""CS and the community have got me through a few difficult times in my life and i'm forever grateful for that, but I have to say that the current state of affairs with the game, steam and Valve are a little sad. There's no interraction with the fanbase of the game that made Valve and Steam what it is today, and that's very disappointing for me. Valve own such a fantastic product but appear to have lost sight of their roots and where all their success came from. The development of the game has lagged behind and if not careful will quickly become the way of the Blackberry (I was going to say DoDo but thought BBerry was just the same and applicable!). Why has there not been greater advancement of the Source platform to take better advantage of today's gaming PC horsepower and reinvigourate a community that's becoming quickly displeased with the lack of communication as to the games direction, as well as current play-ability, variety and lack of transparancy? If Valve have no intentions of investing the required resources and money into developing this sleeping giant of games into something that will see an explosion of interest, praise and thanks from the gaming community as a whole then...why not sell it to someone who will take it forward with purpose fans like me are crying out for??? Think about it and get back to me why don't you (and i'll be offered a job by valve to lead the team forward into delivering a product the community really wants - sarcasm)."", 'My review won\'t be complete without touching on the current Steam vs Opskins, and the whole trading saga in general. Why won\'t Valve introduce an age bracket market for trading etc. that requires Government official Photo ID Age verification that removes certain restrictions like trading for and returning real money etc.? There\'s so much potential there, the market history proves that, so why not consider offering more than one type of service? It\'s a little shortsighted from ValSteam to not consider their market demographics are as varied as the number of games on sale in their store and have never really persued any course of action to capitalize on those different market segments, or maybe you are, or, maybe you\'re just dealing with so much legal backlog from the ""loot box"" gambling situation?!?!?! Who know\'s? Certainly nobody in the community, why? No communication. Is it because you don\'t think you\'re client base are capable of comprehending the current situation or is it because the majority of your client base are 15 and under and you don\'t consider that a worthwhile demographic to answer to? A closing comment on this particular aspect of the review...Valve/Steam...please remember that every year that client base grows, so does the diversity of age and the growing expectations from a community you yourselves helped build, so be prepared and be willing to change or you too, will go the same way as the Blackberry DoDo.', ""Anyway, CS is a great game and I'll always play it and just like every place in this world, both real and virtual, you will find the majority of people are good and don't cheat, but you also get the least desireable of people you find everywhere too and thankfully, like everywhere else, they're the minority."", 'Cheers', 'Chris', 'P.S. UPDATE - My hours are incorrect. My pc is never off for other reasons and CS is running in the background idling just like my AV. Save your time if you were going to post a comment about my hours, pleeaaasee', ""  Wonka's Willy"", '32 products in account', '48', '20,452 people found this review helpful', '1,047 people found this review funny 4', 'Recommended', '1,366.0 hrs on record', 'Posted: July 13, 2014', 'Kill someone with a P90 - ""You\'re a ♥♥♥**** noob!! Noob weapon!!""', 'Kill someone with a P90 through a smoke - ""You\'re a ♥♥♥**** hacker!!""', 'Kill someone with a AWP - ""You\'re a ♥♥♥**** noob!! Noob weapon!!""', 'Kill someone with a AWP through a door - ""You\'re a ♥♥♥**** hacker!!""', 'In a 1 vs 5 you die - ""You\'re a ♥♥♥**** noob!!""', 'In a 1 vs 5 you win - ""You\'re a ♥♥♥**** hacker!!""', 'Kill someone with a headshot - ""Hacker!!""', 'Get headshoted by someone - ""Owned!!"" and get teabagged', 'Kill someone with a grenade - ""Luck!!""', 'Get killed by someone with a grenade - ""AHAHAHAHA""', 'Get teamkilled by someone - ""Get out of the way you ♥♥♥**** idiot!!""', 'Accidentally teamkill someone - ""You\'re a ♥♥♥**** idiot!!""', 'Blocked by someone - Dies', 'Accidentally blocks someone - ""Get out the way you ♥♥♥**** idiot!!""', 'Decide to save - ""You\'re a ♥♥♥**** coward!!""', 'Decide not to save - ""Save you ♥♥♥**** idiot!!""', 'Kill someone while defending the bomb - ""You ♥♥♥**** camper!!""', 'Kill someone while defending the hostages - ""You ♥♥♥**** camper!!""', 'Someone dies - The deceased one starts to rage', 'Your team lose the round - Your team starts to rage', 'Your team is losing 10-2 - Someone rages quit', 'Go to the balcony in Italy - ""You ♥♥♥**** hacker!!""', 'Worst guy receives a drop - ""Are you ♥♥♥**** serious!?""', 'Warm up - Everybody tries to spawn kill', 'Score is 5-1 in your favor - ""This is a T map!""', 'Score is 1-5 againts you - ""This is a CT map!""', 'Lose the first 2 rounds - Someone asks to get kicked', 'Last round - Everybody buys Negev', 'Your team is loosinh and you are in last - Someone vote kicks you', 'Win a match - All enemy team rages', 'Lose a match - Yout team rages', ""Someone's Internet crashes - 30 minutes ban"", 'Your Internet crashes - 7 days ban', '10/10', 'Best rage simulator out there!']",1,656
651,71,6,1,4790.5," November 2, 2019","['3000 hrs - if i now say this it is not a good game then what have I played 3000 hrs for ?', ""just jump into the game no need to see recommendation replies. Since the game is now free I would now recommend you to buy the Prime version to get less hackers and please play the game for fun, be toxic, be raging, be SHROUD. --- But please don't hack in the game - keep the community clean. Thanks for the patience (for reading)""]",176,36
819,1225,2,1,2220.5," October 7, 2017","['* 10 year old teammate shoots you by accident *', '10 year old : Oh sorry dude', 'Me : No problem', '* I shoot the 10 year old by accident*', ""Me: Oh sorry, didn't mean to do that"", '10 year old : YOU FU***** NOOB !!!!!!', '* You have been kicked off the session *']",25,55
306,118,41,1,113.5," February 15, 2022","['i hate this game so much, but sadly i am an addict.', 'teammates are usually either really good or really bad.. no in-between.', 'always toxic, rarely nice.', ""winning games doesn't even spark joy, however losing causes extreme anger."", 'cases are a scam (obviously), you spend more money than you receive.', 'if you want free russian, turkish or swedish lessons i recommend.']",1,0
464,1060,1,1,783.8," May 14, 2018","['Every team consists of 5 people:', '1.You', '2.Russian Guy', '3.Another Russian Guy', '4.Russian Guy who speaks English', '5. A 6 year old kid who slept with your mother', '11/10 Too much Salt and С*ка Бли@т,not enough Kurvva', 'Would love to take another dose of salt and punch my little brother']",141,0
296,113,14,1,59.3, March 5,"[""Playing Counter-Strike: Global Offensive is like playing a game of chess, except instead of pawns and bishops, you have AK-47s and grenades. And instead of a calm, calculated opponent, you have a bunch of 13-year-old kids screaming into their mics. But despite all that, this game can be a lot of fun. There's nothing quite like the thrill of defusing a bomb with 0.001 seconds left on the clock, or the satisfaction of getting a headshot on someone who's been trash-talking you all game. And let's not forget the joy of accidentally shooting your own teammate in the back and getting kicked from the game. All in all, if you're looking for a game that will make you question your own sanity, while also providing hours of entertainment, then Counter-Strike: Global Offensive is the game for you. Just make sure to stock up on Advil and earplugs before you start playing.""]",2142,10
347,570,3,1,1443.6," May 23, 2020","['After some hours of CS GO I have discovered that learning Russian and Turkish or such languages can be done within no time in this game (also a lot cheaper than paying for classes)', 'Can recommend this Language Simulator even though it can be quite explicit at times ^^', '(Do NOT worry about hackers in this game, there are less hackers than players who should not be allowed to use a microphone!)', 'Would definitely learn a new language again.']",1,13
416,463,117,1,14.8," July 1, 2020","['This game saved my virginity twice,']",1,51
175,61,3,1,1941.7," October 19, 2022","['This game is like crack. Its terrible for your health, but I keep coming back.']",47,1
507,652,0,1,744.7," September 1, 2016","[""You either die a 'Noob', or you live long enough to have someone call you a 'Hacker'.""]",1,23
464,987,1,1,1962.3," February 11, 2016","['Start playing at 6:00', 'Play for five minutes', 'Look at clock', 'Is 8:00', 'Get confused', 'Play for 2 hours', 'Go outside', 'Human race extinct', '10/10 would time travel again']",1,20
614,325,35,1,2220.1," April 8, 2022","['this game made me gay', '  shinde sahab mukhyamantri', '9 products in account', '0', '772 people found this review helpful', '1,661 people found this review funny 0', 'Recommended', '406.0 hrs on record', 'Posted: June 6, 2019', 'Kill someone with a P90 - ""You\'re a ♥♥♥**** noob!! Noob weapon!!""', 'Kill someone with a P90 through a smoke - ""You\'re a ♥♥♥**** hacker!!""', 'Kill someone with a AWP - ""You\'re a ♥♥♥**** noob!! Noob weapon!!""', 'Kill someone with a AWP through a door - ""You\'re a ♥♥♥**** hacker!!""', 'In a 1 vs 5 you die - ""You\'re a ♥♥♥**** noob!!""', 'In a 1 vs 5 you win - ""You\'re a ♥♥♥**** hacker!!""', 'Kill someone with a headshot - ""Hacker!!""', 'Get headshoted by someone - ""Owned!!"" and get teabagged', 'Kill someone with a grenade - ""Luck!!""', 'Get killed by someone with a grenade - ""AHAHAHAHA""', 'Get teamkilled by someone - ""Get out of the way you ♥♥♥**** idiot!!""', 'Accidentally teamkill someone - ""You\'re a ♥♥♥**** idiot!!""', 'Blocked by someone - Dies', 'Accidentally blocks someone - ""Get out the way you ♥♥♥**** idiot!!""', 'Decide to save - ""You\'re a ♥♥♥**** coward!!""', 'Decide not to save - ""Save you ♥♥♥**** idiot!!""', 'Kill someone while defending the bomb - ""You ♥♥♥**** camper!!""', 'Kill someone while defending the hostages - ""You ♥♥♥**** camper!!""', 'Someone dies - The deceased one starts to rage', 'Your team lose the round - Your team starts to rage', 'Your team is losing 10-2 - Someone rages quit', 'Go to the balcony in Italy - ""You ♥♥♥**** hacker!!""', 'Worst guy receives a drop - ""Are you ♥♥♥**** serious!?""', 'Warm up - Everybody tries to spawn kill', 'Score is 5-1 in your favor - ""This is a T map!""', 'Score is 1-5 againts you - ""This is a CT map!""', 'Lose the first 2 rounds - Someone asks to get kicked', 'Last round - Everybody buys Negev', 'Your team is loosinh and you are in last - Someone vote kicks you', 'Win a match - All enemy team rages', 'Lose a match - Yout team rages', ""Someone's Internet crashes - 30 minutes ban"", 'Your Internet crashes - 7 days ban', '10/10', 'Best rage simulator out there!', '  Claude Speed', '1 product in account', '0', '381 people found this review helpful', '138 people found this review funny 13', 'Recommended', '388.3 hrs on record', 'Posted: January 28, 2021', 'Very toxic,very competative,a lot of russians and wall hacks. I like it.']",641,11
1263,1420,0,1,39," August 17, 2018","[""At least it's not fortnite""]",174,0
313,17,4,1,1357.8," March 4, 2021","['A great game, but the community is very toxic & there is a lot of cheaters/smurfs that will most probably ruin you game experience.']",52,37
149,55,12,1,1133.6, January 18,"['This game has changed my life.', 'I was a very friendly person who accepted all Races and Culture...', 'now i have become the opposite of all of them. it also teached me how to speak russian slurs and met new people from different countries and even made enemies around the world who are now going after me and trying to dox me. even hiring hitmen on me cause of my toxicity that this game made me to become. i have become very addicted and gamble all the money ive gotten. now i have to bet in makeawish to get some extra money.', 'this game is very great and fun :-)']",164,0
623,144,0,1,670.1," April 25, 2018","['People wanted:', '1. 128 tick servers (waiting 6 years)', '2. Source 2 engine (waiting 2 years)', '3. Operations with new skins, missions (we have to wait 1 year for each when firstly you even write a ""spring operation"" etc on coin and every operation include same skins, same missions and same maps)', '4. XP graph how close you are to rank up or derank (waiting 6 years)', '5. M4A1 Buff cuz its useless now and 90 % proplayers use m4a4 (waiting 1 year)', '6. MP5 from cs 1.6 to become a smg in csgo (waiting 6 years)', 'WHAT PEOPLE GET:', '1. M4A1 nerf when none asks', '2. Adding r8 when none use it', '3. Gloves', '4. TRADE HOLD', 'Well, best choices, you are destroying your own game and community.']",3,38
8272,21761,136,1,5306.8," July 11, 2015","['Things I gave to Counter-Strike:', '1. Money', '2. Time', '3. Love', 'Things Counter-Strike gave me:', '1. Arthritis', '2. Rage', '3, Hatred of Russians,Spanish, and Russians', '4. Broken keyboard', '5. Broken mouse', '6. 9/10 ready', '7. Server crashes', '8. low IQ teammates', '9. Competitive matches', '10. ""Ez Pz"" spam', '11. Multilingual cursing - I guess this is a good thing?', '12. Lag', '13. Cheaters', '14. 64 tick servers', '15. Anxiety', 'Essentially CS is a greedy woman, but I love her all the time.', '11 / 10 would play again']",149,365
74,0,0,1,342," May 5, 2022","['Bravo', '  GIANT TRADE UP GINGER CAT', '125 products in account', '0', '258 people found this review helpful', '39 people found this review funny 2', 'Recommended', '1,270.9 hrs on record', 'Posted: February 17, 2021', 'This game is good If there no cheater']",116,0
6579,17829,43,1,1047.9," February 1, 2015","[""It's like roulette; fun until it turns into Russian.""]",262,108
352,142,13,1,1118," July 18, 2022","['PLAY THIS GAME YOU MIGHT HAVE 3 OUTCOMES', '1. BECOME RICH', '2. BECOME POOR.', '3. BECOME GAY']",1,25
248,261,0,1,2243.5," December 19, 2017","['Makes me wanna kill myself every day, can recommend']",116,4
155,64,6,1,3866.1," October 24, 2015",['Eats my pain away 🙂'],192,0
229,26,21,1,1418.3," August 18, 2020","['Really fun game except for those hackers!!!', '  ஜBOT KINGஜ', '19 products in account', '0', '307 people found this review helpful', '329 people found this review funny 0', 'Recommended', '6,099.1 hrs on record', 'Posted: April 9, 2018', 'Will ruin your life by placing you in a deep spiralling depression fuelled by in-game trash talk with random russian strangers, only to set you free 6 years later, with complete immunity to any future insults you might receive and a total numb feeling throughout your soul.']",1,13
855,548,80,0,31.8, March 7,['turned me racist'],1,0
433,387,35,1,1608.9," September 24, 2021",['Where can I get the English version ?'],1,26
324,94,12,1,612, January 15,"['if you hate yourself, play this game']",20,0
391,55,0,1,5082.1," March 22, 2018","['Good game, but very, very, very toxic community :/......']",242,15
172,19,2,1,966.2," June 20, 2014",['10/10'],879,7
644,129,0,1,2080.6," March 17, 2020",['A LOT OF CHEATERS ARE PLAYING'],1,0
4896,172,1049,1,613.8, March 3,['...'],1,0
594,1637,2,1,702.4," October 9, 2015","['How to learn russian.', 'Babbel : 13.95$ / month', 'Duolingo : 12.99$ / month', 'CSGO : Completely free !']",142,26
247,567,1,1,654.1," June 4, 2019","[""When you're not getting spinboted by some 12 year old kid who downloaded this FREE game on his 2006 Lenovo Thinkpad Laptop, you're getting random friend requests from some Russian dude asking to trade your p250 sand dune for his Stat-trak Factory New Karambit Doppler and all he needs is your steam login information.""]",75,0
1539,250,2,1,1669.4," May 11, 2017","['This game brings memories. Those Endless nights i didnt go to bed. Those days i played all day. This game was in the past. This game is a memory going away in the wind. The times you look back and sadly turn your head. You are growing up now. Time to move on. Time to go get a job. Time to make something of your life. Time to be an adult. I know no one will read this, but that is ok. Is it really about someone reading it, or the words i am typing away. The 26 letters forming words, words forming sentences, sentences forming language, language forming ideas and thought, ideas and thought forming adulthood. Bye CSGO. I hope i visit. Until Then, its been a good one.']",50,102
334,163,7,1,29.6, February 2,"['Free Russian Learning! 😂👍', '  VIXEN BANSHEE', '23 products in account', '0', '485 people found this review helpful', '472 people found this review funny 0', 'Recommended', '1,784.5 hrs on record', 'Posted: November 21, 2017', '10/10 Addictive game. Would definitely recommend to others who want to lose the meaning of their lives', '  rasti aim', '55 products in account', '42', '171 people found this review helpful', '82 people found this review funny 7', 'Recommended', '6,224.2 hrs on record', 'Posted: September 21, 2017', 'Great game without any bugs.']",1,5
301,616,0,1,2161.4," November 28, 2017",['Interactive Language School'],1,15
69,1,31,1,3344.5," December 29, 2019",['I guess it`s ok...!'],1,0
136,4,12,1,7977.9," January 1, 2017","[""This game is one of those games that you could say you're quitting and even go the length of deleting it. But for some odd reason you will come back to this game, whether it takes days or months. 10/10""]",1,110
361,309,62,1,257.7," July 12, 2020","['A was never a option.', '-random russian in team', '  Pablo escobar', '0', '263 people found this review helpful', '84 people found this review funny 5', 'Recommended', '391.6 hrs on record', 'Posted: July 18, 2021', 'Product received for free', 'Toxic community', 'when youre bad : Your so trash', 'when your good : Your a hacker ,""♥♥♥♥♥♥♥ hacker ""', 'Honestly i hate this game']",28,14
6096,153,1,1,1356.1," April 24, 2014","[""It doesn't matter how good you are any more, you will be judged solely on the market value of your inventory."", ""You should have one of your several Karambit knives equipped at all times and inspect it in game whenever possible to ensure that anybody who is spectating you is aware that you are aware you're being watched and you are absolutely showing off that extremely pricey knife you own."", ""Your stats are irrelevant now, most people aren't even aware that the 'Tab' key actually has a function in game. It doesn't matter if you don't know what 'eco' means. Fu\xadck team work. You have a 'BOOM' AWP in your inventory, as long as you have $4750 cash in game you're buying an AWP."", ""You will mock anyone who decided to give their Nova the 'Walnut' skin. Same goes for people who give their FAMAS the 'Doomkitty' skin. You will only equip 'StatTrak' weapons and the first thing you do when you acquire one is go on an idle server and get several hundred kills on AFK players in order to pad the stats so you don't look like a total n00b."", ""Whenever a new case is released you will buy as many cases and keys as it takes in order to acquire 'an Exceedingly Rare Special Item!' Disregard the fact that you will end up spending three times as much as you otherwise would've by buying this directly from the market, it's only your parents' money after all. Besides, your birthday is next month and Christmas/Easter/[insert public holiday here] is just around the corner so you won't have to wait too long before you can blow more of their money on digital goods."", ""You will also plaster ever single skin you own with multiple unseemly stickers with the intention of creating a unique skin for your weapon. Your 'Easy Peasy' and 'Ninjas in Pyjamas' stickers totally don't look ridiculous whatsoever. You will also name tag all of your weapons in order to add that final personal touch to the weapon you invested so much time and money in. You don't own an AK or an M4 any more, you only own weapons with names like 'xXx OG Snoop Dogg' and 'dubstep warrior'."", 'You now have all the knowledge required to start playing CS:GO. Go forth and procure many skins of great value.']",1145,134
2091,3218,9,1,170.6," November 19, 2016","['Product received for free', 'Kill someone with a P90 - ""You\'re a noob!! Noob weapon!!""', 'Kill someone with a P90 through a smoke - ""You\'re a hacker!!""', 'Kill someone with a AWP - ""You\'re a noob!! Noob weapon!!""', 'Kill someone with a AWP through a door - ""You\'re a hacker!!""', 'In a 1 vs 5 you die - ""You\'re a noob!!""', 'In a 1 vs 5 you win - ""You\'re a hacker!!""', 'Kill someone with a headshot - ""Hacker!!""', 'Get headshoted by someone - ""Owned!!"" and get teabagged', 'Kill someone with a grenade - ""Luck!!""', 'Get killed by someone with a grenade - ""AHAHAHAHA""', 'Get teamkilled by someone - ""Get out of the way you idiot!!""', 'Accidentally teamkill someone - ""You\'re a idiot!!""', 'Blocked by someone - Dies', 'Accidentally blocks someone - ""Get out the way you idiot!!""', 'Decide to save - ""You\'re a coward!!""', 'Decide not to save - ""Save you are idiot!!""', 'Kill someone while defending the bomb - ""You are camper!!""', 'Kill someone while defending the hostages - ""You are camper!!""', 'Someone dies - The deceased one starts to rage', 'Your team lose the round - Your team starts to rage', 'Your team is losing 10-2 - Someone rages quit', 'Go to the balcony in Italy - ""You are hacker!!""', 'Worst guy receives a drop - ""Are you serious!?""', 'Warm up - Everybody tries to spawn kill', 'Score is 5-1 in your favor - ""This is a T map!""', 'Score is 1-5 againts you - ""This is a CT map!""', 'Lose the first 2 rounds - Someone asks to get kicked', 'Last round - Everybody buys Negev', 'Your team is loosinh and you are in last - Someone vote kicks you', 'Win a match - All enemy team rages', 'Lose a match - Yout team rages', ""Someone's Internet crashes - 30 minutes ban"", 'Your Internet crashes - 7 days ban', '10/10', 'Best rage simulator out there! :D']",1,197
220,168,8,1,72.1," September 6, 2021",['If you want to learn russian for free just play counter strike and in about 100 hours you can learn fluent russian'],66,0
569,1129,0,1,3207.3," October 12, 2015",['Fastest Way to learn Russian.'],199,11
